asset,date,technical_score,bull_score,bear_score,risk_score,raw_position,final_position,action,veto_applied,veto_reason,trend_state,vol_state,momentum_state
TSLA,2025-02-25,-0.68,-0.25,0.65,0.89154,0.0,0.0,REDUCE,True,drawdown_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-02-26,-0.68,-0.25,0.65,0.89914,0.0,0.0,REDUCE,True,drawdown_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-02-27,-0.68,-0.25,0.65,0.90254,0.0,0.0,REDUCE,True,drawdown_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-02-28,-0.68,-0.25,0.65,0.92181,0.0,0.0,REDUCE,True,drawdown_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-03-03,-0.68,-0.25,0.65,0.91145,0.0,0.0,REDUCE,True,drawdown_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-03-04,-0.68,-0.25,0.65,0.90261,0.0,0.0,REDUCE,True,drawdown_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,NegativeMomentum
TSLA,2025-03-05,-0.68,-0.25,0.65,0.90835,0.0,0.0,REDUCE,True,drawdown_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,NegativeMomentum
TSLA,2025-03-06,-0.68,-0.25,0.65,0.93054,0.0,0.0,REDUCE,True,drawdown_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-03-07,-0.68,-0.25,0.65,0.93335,0.0,0.0,REDUCE,True,drawdown_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-03-10,-0.68,-0.25,0.65,1.21944,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-03-11,-0.68,-0.25,0.65,1.26695,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-03-12,-0.68,-0.25,0.65,1.349,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-03-13,-0.68,-0.25,0.65,1.3334,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-03-14,-0.68,-0.25,0.65,1.30141,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,StrongDowntrend,HighVolatility,Oversold
TSLA,2025-03-17,-0.68,-0.25,0.65,1.30979,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,NegativeMomentum
TSLA,2025-03-18,-0.68,-0.25,0.65,1.3216,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,NegativeMomentum
TSLA,2025-03-19,-0.68,-0.25,0.65,1.3605,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,NegativeMomentum
TSLA,2025-03-20,-0.43,-0.17,0.65,1.36594,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-03-21,-0.43,-0.17,0.65,1.41316,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-03-24,-0.25,-0.17,0.65,1.60351,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-03-25,-0.16945,-0.11366,0.65,1.54947,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-03-26,-0.22555,-0.17,0.65,1.56617,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-03-27,-0.10949,-0.04513,0.65,1.55661,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Downtrend,HighVolatility,PositiveMomentum
TSLA,2025-03-28,-0.25,-0.17,0.65,1.55056,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-03-31,-0.25,-0.17,0.65,1.54548,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-04-01,-0.04606,0.02736,0.45,1.53957,0.04446,0.04446,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-02,0.0459,0.13245,0.45,1.56255,0.08657,0.08657,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-03,0.05088,0.13815,0.45,1.56086,0.08916,0.08916,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-04,-0.25,-0.17,0.65,1.67647,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-04-07,0.17551,0.28059,0.45,1.41638,0.1648,0.1575,HOLD,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-08,-0.38236,-0.15127,0.65,1.43165,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Downtrend,HighVolatility,NegativeMomentum
TSLA,2025-04-09,0.25,0.46873,0.45,1.8,0.17995,0.1575,HOLD,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-10,0.17043,0.27478,0.45,1.8,0.12179,0.12179,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-11,0.03262,0.11728,0.45,1.8,0.05504,0.05504,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-14,0.21087,0.321,0.45,1.8,0.14138,0.14138,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-15,0.25,0.5913,0.45,1.8,0.2033,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-16,0.08444,0.1765,0.45,1.8,0.08013,0.08013,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-17,0.0757,0.16651,0.45,1.8,0.0759,0.0759,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-21,-0.5,-0.25,0.65,1.8,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,NegativeMomentum
TSLA,2025-04-22,-0.5,-0.25,0.65,1.7714,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,NegativeMomentum
TSLA,2025-04-23,-0.25,-0.17,0.65,1.7893,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-04-24,-0.16145,-0.10452,0.65,1.77536,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered;strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-04-25,0.15147,0.2531,0.45,1.8,0.1126,0.1126,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-04-28,0.25,0.53891,0.45,1.8,0.26381,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,PositiveMomentum
TSLA,2025-04-29,0.07,0.70733,0.45,1.8,0.25457,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,PositiveMomentum
TSLA,2025-04-30,0.17861,0.40413,0.45,1.8,0.21019,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,PositiveMomentum
TSLA,2025-05-01,-0.02773,0.04831,0.45,1.8,0.02581,0.02581,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-05-02,0.25,0.49826,0.45,1.79958,0.25378,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,PositiveMomentum
TSLA,2025-05-05,0.25,0.8,0.45,1.68551,0.33975,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,PositiveMomentum
TSLA,2025-05-06,0.25,0.68,0.45,1.68025,0.23285,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-05-07,0.25,0.8,0.45,1.64296,0.34393,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,PositiveMomentum
TSLA,2025-05-08,-0.01773,0.38545,0.45,1.03126,0.22548,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,PositiveMomentum
TSLA,2025-05-09,0.07,0.72,0.7,0.9528,0.27472,0.1575,REDUCE,True,drawdown_limit_triggered,Uptrend,HighVolatility,Overbought
TSLA,2025-05-12,0.07,0.72,0.7,1.0073,0.26927,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,Overbought
TSLA,2025-05-13,0.57,0.82,0.7,1.02575,0.42409,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered;volatility_limit_triggered,StrongUptrend,HighVolatility,Overbought
TSLA,2025-05-14,0.57,0.82,0.7,1.03495,0.42317,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered;volatility_limit_triggered,StrongUptrend,HighVolatility,Overbought
TSLA,2025-05-15,0.57,0.82,0.7,0.97513,0.42915,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,Overbought
TSLA,2025-05-16,0.57,0.82,0.7,0.96837,0.42983,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,Overbought
TSLA,2025-05-19,0.57,0.9,0.45,0.89019,0.53327,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,PositiveMomentum
TSLA,2025-05-20,0.57,0.82,0.7,0.88158,0.43851,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,Overbought
TSLA,2025-05-21,0.57,0.9,0.45,0.89301,0.53299,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,PositiveMomentum
TSLA,2025-05-22,0.57,0.9,0.45,0.88542,0.53374,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,PositiveMomentum
TSLA,2025-05-23,0.57,0.82,0.5,0.73256,0.48674,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-05-27,0.57,0.82,0.5,0.80816,0.47918,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,Overbought
TSLA,2025-05-28,0.57,0.82,0.5,0.82266,0.47773,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,Overbought
TSLA,2025-05-29,0.57,0.82,0.5,0.77957,0.48204,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-05-30,0.57,0.9,0.25,0.81698,0.56878,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,PositiveMomentum
TSLA,2025-06-02,0.5,0.82,0.25,0.82244,0.5286,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,NegativeMomentum
TSLA,2025-06-03,0.5,0.82,0.25,0.79807,0.53099,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,MediumVolatility,NegativeMomentum
TSLA,2025-06-04,0.5,0.82,0.25,0.82621,0.52823,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,StrongUptrend,HighVolatility,NegativeMomentum
TSLA,2025-06-05,0.17745,0.2428,0.45,1.2028,0.23667,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,Oversold
TSLA,2025-06-06,0.19682,0.26493,0.45,1.20774,0.23903,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,NegativeMomentum
TSLA,2025-06-09,0.1911,0.2584,0.45,1.20569,0.236,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,NegativeMomentum
TSLA,2025-06-10,0.33476,0.21687,0.45,1.18728,0.2682,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,NegativeMomentum
TSLA,2025-06-11,0.16996,-0.09148,0.45,1.153,0.12029,0.12029,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-06-12,0.0,-0.25,0.45,1.13223,0.04697,0.04697,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-06-13,0.07123,-0.20431,0.45,1.13751,0.07411,0.07411,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-06-16,-0.13851,-0.2383,0.45,1.13246,0.01224,0.01224,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-06-17,-0.18,-0.25,0.45,1.14636,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-06-18,-0.15161,-0.25,0.45,1.15185,0.00447,0.00447,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-06-20,0.11967,-0.14894,0.45,1.14238,0.09706,0.09706,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-06-23,0.32841,0.20961,0.45,1.23418,0.25999,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Uptrend,HighVolatility,NegativeMomentum
TSLA,2025-06-24,0.51166,0.09332,0.45,1.24249,0.23715,0.1575,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-06-25,0.0,-0.25,0.45,1.19046,0.04082,0.04082,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-06-26,0.0,-0.25,0.45,1.18815,0.04106,0.04106,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-06-27,0.0,-0.25,0.45,1.18732,0.04115,0.04115,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-06-30,0.0,-0.25,0.45,1.17761,0.04217,0.04217,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-07-01,-0.18,-0.25,0.65,1.21168,0.0,0.0,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Downtrend,HighVolatility,NegativeMomentum
TSLA,2025-07-02,0.0,-0.25,0.45,1.25137,0.03438,0.03438,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-07-03,0.07397,-0.20117,0.45,1.23611,0.06502,0.06502,REDUCE,True,drawdown_limit_triggered;volatility_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-07-07,0.18359,0.12982,0.45,0.99153,0.18315,0.1575,HOLD,True,drawdown_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-07-08,0.10166,0.03619,0.45,0.97237,0.14549,0.14549,REDUCE,True,drawdown_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-07-09,0.10595,-0.16462,0.65,0.9353,0.03905,0.03905,REDUCE,True,drawdown_limit_triggered,Downtrend,HighVolatility,NegativeMomentum
TSLA,2025-07-10,0.07591,-0.19896,0.45,0.91636,0.09976,0.09976,REDUCE,True,drawdown_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-07-11,0.11147,-0.15832,0.45,0.91961,0.11664,0.11664,REDUCE,True,drawdown_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-07-14,0.04576,-0.0277,0.45,0.91306,0.12469,0.12469,REDUCE,True,drawdown_limit_triggered,Sideways,HighVolatility,NegativeMomentum
TSLA,2025-07-15,-0.08633,-0.17866,0.65,0.91193,0.0,0.0,REDUCE,True,drawdown_limit_triggered,Downtrend,HighVolatility,NegativeMomentum
TSLA,2025-07-16,0.42067,-0.01066,0.45,0.93327,0.22577,0.1575,REDUCE,True,drawdown_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-07-17,0.53385,0.11869,0.45,0.90558,0.28352,0.1575,REDUCE,True,drawdown_limit_triggered,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-07-18,0.5826,0.2944,0.45,0.91812,0.38403,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,Uptrend,HighVolatility,PositiveMomentum
TSLA,2025-07-21,0.56877,0.27859,0.45,0.9186,0.37615,0.1575,REDUCE,True,exceed_max_position;drawdown_limit_triggered,Uptrend,HighVolatility,PositiveMomentum
TSLA,2025-07-22,-0.16633,-0.11009,0.25,0.78308,0.10427,0.10427,REDUCE,False,none,Sideways,MediumVolatility,PositiveMomentum
TSLA,2025-07-23,-0.08131,-0.01293,0.25,0.77232,0.14659,0.14659,REDUCE,False,none,Sideways,MediumVolatility,PositiveMomentum
TSLA,2025-07-24,-0.23775,-0.17,0.65,0.87923,0.0,0.0,REDUCE,True,strong_downtrend_guard,StrongDowntrend,HighVolatility,PositiveMomentum
TSLA,2025-07-25,-0.10443,-0.03934,0.65,0.9057,0.00685,0.00685,REDUCE,False,none,Downtrend,HighVolatility,PositiveMomentum
TSLA,2025-07-28,0.0212,0.10423,0.45,0.92202,0.14232,0.14232,REDUCE,False,none,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-07-29,0.039,0.12458,0.45,0.91886,0.15128,0.15128,HOLD,False,none,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-07-30,0.21335,0.32382,0.45,0.86028,0.24192,0.24192,HOLD,False,none,Sideways,HighVolatility,PositiveMomentum
TSLA,2025-07-31,-0.33183,-0.09352,0.45,0.83811,0.0004,0.0004,REDUCE,False,none,Downtrend,HighVolatility,NegativeMomentum
TSLA,2025-08-01,-0.39118,-0.16134,0.45,0.84418,0.0,0.0,REDUCE,True,strong_downtrend_guard,StrongDowntrend,HighVolatility,NegativeMomentum
TSLA,2025-08-04,-0.06758,0.20848,0.0,0.75214,0.24218,0.24218,HOLD,False,none,Sideways,MediumVolatility,NegativeMomentum
TSLA,2025-08-05,-0.12178,0.14654,0.0,0.75,0.21615,0.21615,HOLD,False,none,Sideways,MediumVolatility,NegativeMomentum
TSLA,2025-08-06,0.0,0.32486,0.0,0.77247,0.28022,0.28022,HOLD,False,none,Sideways,MediumVolatility,NegativeMomentum
TSLA,2025-08-07,0.14006,0.24007,0.0,0.72848,0.30607,0.30607,HOLD,False,none,Sideways,MediumVolatility,PositiveMomentum
TSLA,2025-08-08,0.18019,0.40593,0.0,0.7362,0.3793,0.35,HOLD,True,exceed_max_position,Uptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-11,0.24441,0.47933,0.0,0.74953,0.41436,0.35,REDUCE,True,exceed_max_position,Uptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-12,0.25,0.5869,0.0,0.73649,0.44388,0.35,REDUCE,True,exceed_max_position,Uptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-13,0.0127,0.42023,0.0,0.7153,0.33746,0.33746,HOLD,False,none,Uptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-14,0.17719,0.4025,0.0,0.71773,0.37941,0.35,HOLD,True,exceed_max_position,Uptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-15,0.00966,0.09104,0.0,0.70202,0.2457,0.2457,HOLD,False,none,Sideways,MediumVolatility,PositiveMomentum
TSLA,2025-08-18,0.07107,0.28122,0.0,0.70566,0.32049,0.32049,HOLD,False,none,Uptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-19,-0.02951,0.04628,0.0,0.71105,0.22578,0.22578,HOLD,False,none,Sideways,MediumVolatility,PositiveMomentum
TSLA,2025-08-20,-0.09114,-0.02416,0.0,0.7171,0.19529,0.19529,HOLD,False,none,Sideways,MediumVolatility,PositiveMomentum
TSLA,2025-08-21,0.41978,0.19404,0.0,0.53212,0.39265,0.35,REDUCE,True,exceed_max_position,Sideways,MediumVolatility,NegativeMomentum
TSLA,2025-08-22,0.57,0.60311,0.0,0.6063,0.55131,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-25,0.54585,0.55812,0.0,0.59322,0.5346,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-26,0.57,0.67945,0.0,0.58744,0.57208,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-27,0.75,0.68315,0.0,0.5869,0.62402,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-28,0.75,0.78931,0.0,0.5478,0.65417,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,PositiveMomentum
TSLA,2025-08-29,0.75,0.71291,0.0,0.58072,0.632,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,PositiveMomentum
TSLA,2025-09-02,0.47748,0.47998,0.0,0.58089,0.49709,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,NegativeMomentum
TSLA,2025-09-03,0.5,0.54871,0.0,0.58329,0.52026,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,NegativeMomentum
TSLA,2025-09-04,0.45371,0.45282,0.0,0.55384,0.48629,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,NegativeMomentum
TSLA,2025-09-05,0.75,0.65461,0.0,0.5856,0.61708,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,PositiveMomentum
TSLA,2025-09-08,0.67784,0.50325,0.0,0.58243,0.55945,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,PositiveMomentum
TSLA,2025-09-09,0.58197,0.29368,0.0,0.56141,0.48243,0.35,REDUCE,True,exceed_max_position,Uptrend,MediumVolatility,PositiveMomentum
TSLA,2025-09-10,0.57137,0.28156,0.0,0.56094,0.47647,0.35,REDUCE,True,exceed_max_position,Uptrend,MediumVolatility,PositiveMomentum
TSLA,2025-09-11,0.57,0.64687,0.0,0.6537,0.55749,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,PositiveMomentum
TSLA,2025-09-12,0.57,0.82,0.25,0.75575,0.52609,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-15,0.57,0.82,0.25,0.75657,0.52601,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-16,0.57,0.82,0.25,0.76274,0.52539,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-17,0.57,0.82,0.25,0.74212,0.52745,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-18,0.57,0.82,0.25,0.74913,0.52675,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-19,0.57,0.82,0.25,0.7354,0.52813,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-22,0.57,0.82,0.25,0.67882,0.53378,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-23,0.57,0.82,0.25,0.70123,0.53154,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-24,0.57,0.82,0.25,0.72061,0.5296,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-25,0.57,0.9,0.0,0.78302,0.60751,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,PositiveMomentum
TSLA,2025-09-26,0.57,0.82,0.25,0.79097,0.52257,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-29,0.57,0.82,0.25,0.73883,0.52778,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-09-30,0.57,0.82,0.25,0.72276,0.52939,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-10-01,0.57,0.82,0.25,0.7297,0.5287,0.35,REDUCE,True,exceed_max_position,StrongUptrend,MediumVolatility,Overbought
TSLA,2025-10-02,0.75,0.9,0.0,0.82595,0.65427,0.35,REDUCE,True,exceed_max_position,StrongUptrend,HighVolatility,PositiveMomentum
TSLA,2025-10-03,0.5,0.82,0.0,0.82775,0.56347,0.35,REDUCE,True,exceed_max_position,StrongUptrend,HighVolatility,NegativeMomentum
TSLA,2025-10-06,0.5,0.82,0.2,0.85131,0.53284,0.35,REDUCE,True,exceed_max_position,StrongUptrend,HighVolatility,NegativeMomentum
TSLA,2025-10-07,0.5,0.82,0.2,0.91321,0.52676,0.35,REDUCE,True,exceed_max_position,StrongUptrend,HighVolatility,NegativeMomentum
TSLA,2025-10-08,0.5,0.82,0.2,0.91147,0.52693,0.35,REDUCE,True,exceed_max_position,StrongUptrend,HighVolatility,NegativeMomentum
TSLA,2025-10-09,0.5,0.82,0.2,0.86943,0.53106,0.35,REDUCE,True,exceed_max_position,StrongUptrend,HighVolatility,NegativeMomentum
TSLA,2025-10-10,0.40514,0.3973,0.0,0.84099,0.43057,0.35,REDUCE,True,exceed_max_position,StrongUptrend,HighVolatility,NegativeMomentum
TSLA,2025-10-13,0.47073,0.47227,0.2,0.87225,0.43633,0.35,REDUCE,True,exceed_max_position,StrongUptrend,HighVolatility,NegativeMomentum
TSLA,2025-10-14,0.31326,0.19229,0.2,0.86542,0.32303,0.32303,HOLD,False,none,Uptrend,HighVolatility,NegativeMomentum
