asset,date,open,high,low,close,volume
MSFT,2024-07-11,359.73,362.74,358.18,359.15,84621528
MSFT,2024-07-12,359.54,360.47,357.66,358.73,82096730
MSFT,2024-07-15,360.54,362.32,355.89,360.65,100570604
MSFT,2024-07-16,354.59,357.99,353.49,356.65,86185474
MSFT,2024-07-17,365.75,363.62,362.71,363.38,114494350
MSFT,2024-07-18,360.45,361.88,359.08,359.62,79703046
MSFT,2024-07-19,352.78,354.21,350.96,353.44,68720797
MSFT,2024-07-22,343.35,346.05,344.18,344.93,29703488
MSFT,2024-07-23,347.97,347.41,345.29,346.56,32377175
MSFT,2024-07-24,346.86,346.16,342.29,345.45,43738197
MSFT,2024-07-25,347.51,348.27,346.32,347.56,80524717
MSFT,2024-07-26,352.32,352.03,350.1,351.04,64231653
MSFT,2024-07-29,354.47,355.41,348.43,353.74,28525272
MSFT,2024-07-30,351.18,354.12,352.77,354.12,69604116
MSFT,2024-07-31,357.39,357.79,356.17,357.25,59029851
MSFT,2024-08-01,358.22,358.72,355.76,356.8,109452615
MSFT,2024-08-02,361.6,364.18,362.37,363.07,20329476
MSFT,2024-08-05,360.44,365.39,355.29,359.5,105495600
MSFT,2024-08-06,360.28,363.94,359.64,361.24,116993097
MSFT,2024-08-07,361.94,361.65,360.63,361.16,112985787
MSFT,2024-08-08,360.54,363.28,360.1,362.19,87405847
MSFT,2024-08-09,364.68,367.21,359.89,362.82,44530002
MSFT,2024-08-12,364.61,364.23,361.73,363.63,109623797
MSFT,2024-08-13,364.33,366.64,363.37,364.56,51438454
MSFT,2024-08-14,363.7,367.28,361.18,365.22,81852356
MSFT,2024-08-15,362.21,363.62,362.34,363.59,98657871
MSFT,2024-08-16,356.87,357.6,354.71,356.11,102869991
MSFT,2024-08-19,352.85,353.29,349.47,350.91,79631800
MSFT,2024-08-20,347.79,347.19,345.61,347.15,63675455
MSFT,2024-08-21,346.85,351.89,347.57,349.65,81463777
MSFT,2024-08-22,350.17,353.21,347.18,349.43,119164730
MSFT,2024-08-23,355.48,356.39,354.38,355.36,35283042
MSFT,2024-08-26,354.86,359.74,355.83,356.36,66828196
MSFT,2024-08-27,356.01,357.71,356.31,356.63,79374900
MSFT,2024-08-28,361.69,362.04,361.84,361.9,76863809
MSFT,2024-08-29,358.98,364.25,361.05,362.28,91025932
MSFT,2024-08-30,358.58,357.28,356.02,356.83,44281529
MSFT,2024-09-02,353.3,353.94,352.59,353.84,67796602
MSFT,2024-09-03,355.94,356.32,355.21,355.71,109327101
MSFT,2024-09-04,357.44,359.23,355.27,357.59,57829515
MSFT,2024-09-05,356.91,358.55,356.66,357.56,113540764
MSFT,2024-09-06,361.06,360.17,358.71,359.65,24559219
MSFT,2024-09-09,359.98,361.6,359.03,360.79,80716719
MSFT,2024-09-10,360.36,363.03,361.21,362.2,64013452
MSFT,2024-09-11,356.14,358.11,357.34,357.67,26825840
MSFT,2024-09-12,351.23,353.7,348.75,351.73,105794459
MSFT,2024-09-13,351.72,354.24,351.37,352.89,110498609
MSFT,2024-09-16,351.39,352.91,348.79,350.91,74179495
MSFT,2024-09-17,352.56,353.34,352.03,352.8,101007313
MSFT,2024-09-18,351.42,354.44,347.8,349.45,118307010
MSFT,2024-09-19,357.65,361.83,356.29,358.93,51626841
MSFT,2024-09-20,360.56,361.61,359.11,360.45,27195695
MSFT,2024-09-23,362.17,363.62,360.61,360.99,95234070
MSFT,2024-09-24,361.26,360.74,359.46,359.97,112400823
MSFT,2024-09-25,358.83,362.64,356.55,359.78,117288669
MSFT,2024-09-26,361.47,366.01,361.8,363.47,78077612
MSFT,2024-09-27,359.81,362.56,360.98,361.24,32366796
MSFT,2024-09-30,349.55,350.46,350.08,350.35,27365139
MSFT,2024-10-01,353.43,355.38,351.89,352.85,89491902
MSFT,2024-10-02,354.01,355.32,354.1,354.19,72097231
MSFT,2024-10-03,353.39,355.74,353.71,355.12,44856489
MSFT,2024-10-04,356.21,355.84,353.5,355.57,59160056
MSFT,2024-10-07,352.79,351.45,347.19,351.43,85894500
MSFT,2024-10-08,352.04,353.43,351.41,351.63,66383869
MSFT,2024-10-09,357.97,358.04,354.93,357.41,62114059
MSFT,2024-10-10,351.92,353.67,349.83,352.34,78446805
MSFT,2024-10-11,354.87,353.58,351.32,353.47,36871527
MSFT,2024-10-14,351.61,349.67,348.63,349.44,91978708
MSFT,2024-10-15,350.29,351.03,348.56,350.33,93797749
MSFT,2024-10-16,345.79,346.08,344.77,345.23,21310509
MSFT,2024-10-17,345.31,347.02,345.18,346.85,77819996
MSFT,2024-10-18,350.09,348.9,347.52,348.27,48116576
MSFT,2024-10-21,358.47,360.1,358.34,359.24,49726260
MSFT,2024-10-22,359.67,363.7,358.84,359.52,101200962
MSFT,2024-10-23,357.87,360.28,356.57,359.34,72934202
MSFT,2024-10-24,359.87,358.67,357.17,357.67,58121767
MSFT,2024-10-25,357.08,358.97,354.63,358.06,112899345
MSFT,2024-10-28,358.45,360.87,356.04,357.65,76006797
MSFT,2024-10-29,358.89,360.03,356.53,357.92,31035425
MSFT,2024-10-30,362.63,360.28,358.27,359.53,114708526
MSFT,2024-10-31,360.0,359.02,356.82,357.65,87069988
MSFT,2024-11-01,367.07,371.22,363.68,366.99,36135310
MSFT,2024-11-04,360.72,361.89,360.53,361.01,60851294
MSFT,2024-11-05,352.32,355.57,351.87,353.16,100075771
MSFT,2024-11-06,356.53,357.39,351.45,354.65,116611192
MSFT,2024-11-07,354.31,354.78,353.73,353.84,100452042
MSFT,2024-11-08,353.28,354.67,352.51,354.16,69116265
MSFT,2024-11-11,351.8,354.29,349.03,351.46,32155277
MSFT,2024-11-12,352.25,352.84,351.06,351.97,96527798
MSFT,2024-11-13,352.21,355.19,349.53,353.0,51035290
MSFT,2024-11-14,351.04,352.95,350.75,352.52,24390327
MSFT,2024-11-15,348.85,350.34,347.54,349.93,90799321
MSFT,2024-11-18,352.7,350.15,347.99,348.98,72393051
MSFT,2024-11-19,348.09,351.6,347.26,349.52,105887116
MSFT,2024-11-20,349.07,350.24,348.02,349.45,47463892
MSFT,2024-11-21,350.71,354.13,350.02,350.39,51943464
MSFT,2024-11-22,351.55,352.49,351.8,351.89,58812768
MSFT,2024-11-25,362.28,360.47,359.59,359.59,55125146
MSFT,2024-11-26,359.95,363.7,359.88,361.62,114947583
MSFT,2024-11-27,365.36,366.1,364.07,365.15,47206891
MSFT,2024-11-28,363.48,366.15,363.93,364.03,74408915
MSFT,2024-11-29,361.71,362.13,359.69,361.08,97621712
MSFT,2024-12-02,356.75,358.13,355.73,357.44,114761882
MSFT,2024-12-03,359.43,359.94,356.78,358.07,24089369
MSFT,2024-12-04,361.73,359.45,358.82,359.0,84219946
MSFT,2024-12-05,357.05,358.83,355.31,357.37,72409272
MSFT,2024-12-06,359.8,359.31,358.31,359.21,78868049
MSFT,2024-12-09,352.38,354.38,351.42,351.98,57818725
MSFT,2024-12-10,346.97,350.4,344.79,347.32,98021577
MSFT,2024-12-11,347.68,351.62,346.39,347.19,48876810
MSFT,2024-12-12,344.64,349.48,344.18,345.96,65762135
MSFT,2024-12-13,351.0,350.26,348.92,350.1,35275220
MSFT,2024-12-16,348.26,349.36,346.55,349.06,46194032
MSFT,2024-12-17,346.86,349.41,345.44,348.43,63764524
MSFT,2024-12-18,350.96,350.6,347.45,350.05,20787231
MSFT,2024-12-19,351.3,354.53,350.01,351.81,20728412
MSFT,2024-12-20,350.42,353.71,352.04,352.2,78475279
MSFT,2024-12-23,345.01,347.79,344.55,345.35,38432182
MSFT,2024-12-24,345.34,347.04,341.5,344.7,88809777
MSFT,2024-12-25,340.92,341.28,340.0,340.07,52327219
MSFT,2024-12-26,341.72,340.87,339.58,340.76,100202387
MSFT,2024-12-27,343.95,348.08,342.89,343.72,54472554
MSFT,2024-12-30,344.5,347.94,343.47,344.71,89675497
MSFT,2024-12-31,340.89,341.24,340.16,340.41,48191773
MSFT,2025-01-01,341.57,342.56,339.08,340.14,74460618
MSFT,2025-01-02,337.77,341.5,337.76,339.24,47583750
MSFT,2025-01-03,342.52,343.09,341.6,342.2,61670026
MSFT,2025-01-06,350.56,349.29,345.07,348.74,116716824
MSFT,2025-01-07,352.64,352.53,349.27,351.74,70932403
MSFT,2025-01-08,353.49,356.28,350.36,352.97,34365798
MSFT,2025-01-09,346.08,347.37,342.84,345.45,84056395
MSFT,2025-01-10,340.59,341.3,339.58,340.44,81487619
MSFT,2025-01-13,339.09,339.62,338.68,338.75,92345235
MSFT,2025-01-14,341.99,341.87,340.76,341.26,112378660
MSFT,2025-01-15,338.8,342.52,338.33,340.48,58843988
MSFT,2025-01-16,344.74,342.87,342.69,342.78,114690546
MSFT,2025-01-17,343.58,342.92,339.81,342.39,83483713
MSFT,2025-01-20,341.42,344.96,342.31,343.53,115350819
MSFT,2025-01-21,347.53,351.08,345.88,348.54,53928938
MSFT,2025-01-22,343.83,344.64,342.07,342.72,46339680
MSFT,2025-01-23,345.73,346.2,342.8,345.05,116593498
MSFT,2025-01-24,341.75,341.65,340.02,341.1,107781038
MSFT,2025-01-27,333.54,335.65,332.12,334.34,21299565
MSFT,2025-01-28,332.64,331.63,328.86,330.66,87522843
MSFT,2025-01-29,325.71,326.11,323.99,326.05,93066559
MSFT,2025-01-30,320.9,322.2,320.07,321.51,97777685
MSFT,2025-01-31,327.51,329.55,326.86,329.13,67718732
MSFT,2025-02-03,328.04,328.65,325.65,328.04,88074927
MSFT,2025-02-04,329.51,331.83,326.96,329.56,118976916
MSFT,2025-02-05,331.83,332.16,331.33,331.52,109605712
MSFT,2025-02-06,334.26,334.99,331.44,333.38,42090178
MSFT,2025-02-07,331.28,333.08,331.85,331.87,86926426
MSFT,2025-02-10,337.51,338.49,335.89,336.62,40908435
MSFT,2025-02-11,342.51,346.41,343.16,344.26,39041386
MSFT,2025-02-12,341.47,343.72,341.03,342.19,110301771
MSFT,2025-02-13,346.46,347.21,344.68,345.28,41588976
MSFT,2025-02-14,350.88,353.98,351.88,353.43,23523722
MSFT,2025-02-17,354.07,357.22,354.25,354.69,52818749
MSFT,2025-02-18,354.96,353.8,351.26,352.5,112334249
MSFT,2025-02-19,352.42,353.02,348.55,351.84,44889795
MSFT,2025-02-20,353.93,357.04,351.63,353.91,54533804
MSFT,2025-02-21,359.8,362.16,359.33,360.23,96536293
MSFT,2025-02-24,362.7,365.52,364.28,364.64,57768791
MSFT,2025-02-25,366.86,367.46,365.9,367.04,114605346
MSFT,2025-02-26,369.58,373.02,367.63,371.39,91692986
MSFT,2025-02-27,372.35,374.63,367.88,371.54,51080477
MSFT,2025-02-28,366.73,370.37,365.06,366.58,24845904
MSFT,2025-03-03,373.03,374.32,367.08,370.03,28068183
MSFT,2025-03-04,367.09,369.45,367.17,369.42,95151753
MSFT,2025-03-05,375.4,376.03,373.78,374.22,76746813
MSFT,2025-03-06,381.82,380.66,379.72,380.05,106408997
MSFT,2025-03-07,379.76,381.02,378.94,380.36,102073145
MSFT,2025-03-10,381.45,379.89,378.22,378.96,35566183
MSFT,2025-03-11,382.68,381.43,381.06,381.16,60988659
MSFT,2025-03-12,387.96,389.53,385.9,387.32,25324357
MSFT,2025-03-13,384.64,386.95,383.23,385.57,52198067
MSFT,2025-03-14,387.54,386.67,386.25,386.55,73119391
MSFT,2025-03-17,383.69,384.86,380.14,382.52,32821377
MSFT,2025-03-18,378.13,379.95,377.91,379.29,55541111
MSFT,2025-03-19,378.85,379.89,378.46,379.13,87909424
MSFT,2025-03-20,382.69,381.53,380.4,381.14,29655790
MSFT,2025-03-21,376.68,379.12,374.74,376.28,52010336
MSFT,2025-03-24,378.35,381.83,378.09,380.8,57752282
MSFT,2025-03-25,374.32,376.21,372.49,376.03,46401543
MSFT,2025-03-26,375.79,377.2,375.52,376.16,68776896
MSFT,2025-03-27,373.84,376.44,375.66,375.72,22219441
MSFT,2025-03-28,377.2,379.78,376.54,378.31,71116006
MSFT,2025-03-31,374.54,378.94,375.24,375.82,86284014
MSFT,2025-04-01,378.84,382.31,377.41,378.22,55706486
MSFT,2025-04-02,375.35,380.24,375.81,377.15,36133465
MSFT,2025-04-03,378.62,382.64,378.9,380.87,65499070
MSFT,2025-04-04,383.88,385.03,381.88,382.3,112462143
MSFT,2025-04-07,380.4,381.36,379.44,381.19,101701590
MSFT,2025-04-08,385.65,384.72,383.72,384.35,40317181
MSFT,2025-04-09,382.34,387.91,382.12,383.89,118297987
MSFT,2025-04-10,384.57,384.0,382.34,383.08,117300266
MSFT,2025-04-11,377.28,381.7,377.35,379.07,78760619
MSFT,2025-04-14,375.81,375.61,374.72,375.26,115167412
MSFT,2025-04-15,371.64,371.81,368.96,370.47,55687081
MSFT,2025-04-16,368.88,369.15,363.09,368.62,106055770
MSFT,2025-04-17,366.47,370.9,365.18,367.8,61706609
MSFT,2025-04-18,364.83,365.66,361.86,365.0,68600858
MSFT,2025-04-21,367.39,369.55,364.68,367.47,108728707
MSFT,2025-04-22,367.48,368.17,361.97,365.78,77969410
MSFT,2025-04-23,370.34,373.13,368.98,370.82,81022087
MSFT,2025-04-24,373.59,375.71,373.03,374.81,40044375
MSFT,2025-04-25,374.71,376.42,375.6,376.36,30209470
MSFT,2025-04-28,382.26,384.75,379.37,382.22,53179051
MSFT,2025-04-29,378.6,380.04,378.0,379.12,70842224
MSFT,2025-04-30,377.34,380.27,375.26,378.57,20800927
MSFT,2025-05-01,378.69,379.58,375.18,377.92,50976673
MSFT,2025-05-02,377.15,375.87,371.52,374.61,38226960
MSFT,2025-05-05,370.17,370.84,368.82,370.26,110682101
MSFT,2025-05-06,365.3,363.59,362.57,363.19,96124301
MSFT,2025-05-07,358.9,361.5,358.64,361.48,86240224
MSFT,2025-05-08,354.82,358.02,354.93,356.45,49453860
MSFT,2025-05-09,349.6,352.76,350.31,351.11,70592204
MSFT,2025-05-12,356.42,356.92,355.64,356.57,80545380
MSFT,2025-05-13,356.02,355.66,354.3,354.99,43529378
MSFT,2025-05-14,354.36,353.47,352.01,352.78,73119722
MSFT,2025-05-15,351.54,355.26,352.37,353.54,34199168
MSFT,2025-05-16,351.04,354.11,349.34,350.71,100291343
MSFT,2025-05-19,351.76,355.47,351.61,352.02,76703073
MSFT,2025-05-20,346.32,348.41,345.73,347.06,65349796
MSFT,2025-05-21,349.71,351.76,343.93,349.35,39445361
MSFT,2025-05-22,358.38,357.89,356.05,356.53,95706987
MSFT,2025-05-23,358.71,357.71,355.7,356.35,50267048
MSFT,2025-05-26,350.09,352.28,351.13,351.95,25740853
MSFT,2025-05-27,348.8,347.9,343.37,346.77,21311500
MSFT,2025-05-28,346.26,347.22,345.15,345.16,39464544
MSFT,2025-05-29,353.03,353.65,352.06,352.52,113717230
MSFT,2025-05-30,352.9,354.64,352.43,352.89,64448174
MSFT,2025-06-02,352.31,351.6,348.18,351.11,69746847
MSFT,2025-06-03,352.03,352.66,348.52,352.54,93148973
MSFT,2025-06-04,342.34,343.0,339.84,342.84,65440307
MSFT,2025-06-05,336.59,336.98,335.76,336.52,94358508
MSFT,2025-06-06,334.25,337.14,333.7,334.29,59937041
NVDA,2024-01-02,51.13,51.61,50.38,50.9,42249892
NVDA,2024-01-03,49.19,49.3,49.04,49.08,46105695
NVDA,2024-01-04,51.15,51.02,50.23,50.36,50746897
NVDA,2024-01-05,48.81,49.52,48.43,49.35,46473021
NVDA,2024-01-08,49.72,50.57,49.51,49.63,51122702
NVDA,2024-01-09,48.51,48.89,48.66,48.81,79003569
NVDA,2024-01-10,47.16,48.03,47.36,47.84,28556266
NVDA,2024-01-11,47.69,47.06,46.67,46.88,74447959
NVDA,2024-01-12,47.54,48.06,47.3,47.62,30710273
NVDA,2024-01-15,47.6,48.4,47.03,47.59,69540217
NVDA,2024-01-16,46.77,46.38,45.82,45.92,109716901
NVDA,2024-01-17,46.32,46.66,45.93,46.24,116815948
NVDA,2024-01-18,45.96,46.31,44.83,45.67,109354975
NVDA,2024-01-19,46.0,45.77,44.7,45.7,77164869
NVDA,2024-01-22,45.43,45.23,44.22,45.12,62313334
NVDA,2024-01-23,45.45,46.96,45.34,45.92,53708675
NVDA,2024-01-24,47.06,47.11,46.34,46.61,119086952
NVDA,2024-01-25,45.99,46.9,45.58,46.44,42630295
NVDA,2024-01-26,46.1,46.34,46.06,46.11,93632181
NVDA,2024-01-29,46.67,46.22,45.68,45.97,119485456
NVDA,2024-01-30,45.6,46.11,44.78,45.05,48890810
NVDA,2024-01-31,45.45,46.98,46.03,46.1,48974802
NVDA,2024-02-01,48.06,49.14,47.52,48.13,105135982
NVDA,2024-02-02,48.21,48.1,47.13,47.55,80874667
NVDA,2024-02-05,48.09,49.07,47.33,48.05,26718312
NVDA,2024-02-06,47.43,47.53,47.31,47.45,113992144
NVDA,2024-02-07,48.02,48.31,46.66,47.92,81764200
NVDA,2024-02-08,48.21,47.83,47.73,47.77,22356279
NVDA,2024-02-09,47.28,47.75,46.97,47.62,33315040
NVDA,2024-02-12,50.01,50.48,49.05,50.26,93115385
NVDA,2024-02-13,53.09,52.49,51.49,52.31,54781959
NVDA,2024-02-14,51.32,52.28,51.37,51.62,41115425
NVDA,2024-02-15,51.97,52.54,51.23,52.28,101590812
NVDA,2024-02-16,53.12,53.89,52.78,53.4,31625070
NVDA,2024-02-19,54.33,55.07,53.03,54.46,45581306
NVDA,2024-02-20,55.31,55.68,54.24,55.53,70653128
NVDA,2024-02-21,55.04,55.84,55.05,55.22,41364429
NVDA,2024-02-22,54.3,54.42,52.95,54.17,25388288
NVDA,2024-02-23,53.31,54.07,53.98,54.0,36928700
NVDA,2024-02-26,52.97,54.48,53.1,53.26,61482682
NVDA,2024-02-27,51.68,51.88,51.0,51.83,37223472
NVDA,2024-02-28,51.94,52.59,52.22,52.58,23922688
NVDA,2024-02-29,52.34,52.77,52.02,52.36,92913051
NVDA,2024-03-01,52.06,53.16,51.54,52.27,113333398
NVDA,2024-03-04,52.63,53.16,51.92,52.7,101658943
NVDA,2024-03-05,54.13,53.64,53.1,53.18,62558758
NVDA,2024-03-06,53.44,53.89,52.76,53.37,38573323
NVDA,2024-03-07,55.07,55.63,54.62,54.86,35926552
NVDA,2024-03-08,54.59,56.69,54.63,54.84,91014847
NVDA,2024-03-11,55.85,55.75,54.65,54.9,60252735
NVDA,2024-03-12,55.46,56.25,54.67,55.08,106018521
NVDA,2024-03-13,56.52,56.95,56.03,56.54,40725247
NVDA,2024-03-14,56.51,56.06,55.24,55.82,43073665
NVDA,2024-03-15,54.12,55.97,54.37,54.91,115856370
NVDA,2024-03-18,56.05,56.9,56.09,56.67,81593319
NVDA,2024-03-19,58.71,58.74,57.36,58.26,35996222
NVDA,2024-03-20,60.01,60.72,59.87,60.0,55470906
NVDA,2024-03-21,61.79,63.55,61.44,61.93,99657543
NVDA,2024-03-22,64.51,65.63,64.33,64.79,101197663
NVDA,2024-03-25,64.01,64.78,63.21,64.56,55672576
NVDA,2024-03-26,63.22,63.82,63.02,63.14,76697565
NVDA,2024-03-27,64.22,65.39,62.53,63.62,81715059
NVDA,2024-03-28,65.04,66.54,65.92,66.09,113701729
NVDA,2024-03-29,64.78,65.33,64.93,65.19,27099169
NVDA,2024-04-01,68.85,69.18,67.92,68.63,56538918
NVDA,2024-04-02,69.59,70.04,69.63,69.97,25192939
NVDA,2024-04-03,69.51,69.7,68.89,69.35,61073546
NVDA,2024-04-04,69.31,69.87,69.57,69.81,61596284
NVDA,2024-04-05,69.86,71.74,69.59,70.06,82539331
NVDA,2024-04-08,72.51,71.88,71.16,71.72,94552441
NVDA,2024-04-09,76.55,78.91,76.08,76.93,26217410
NVDA,2024-04-10,77.12,76.84,75.05,76.03,62365878
NVDA,2024-04-11,74.82,76.43,74.61,75.91,30685878
NVDA,2024-04-12,76.81,77.13,75.9,76.11,115654579
NVDA,2024-04-15,71.61,73.67,70.99,72.94,91114754
NVDA,2024-04-16,74.25,74.73,73.45,74.12,59492418
NVDA,2024-04-17,73.65,73.74,72.72,73.33,113730494
NVDA,2024-04-18,71.47,71.54,70.95,70.98,30425532
NVDA,2024-04-19,74.34,74.7,72.21,73.88,57897317
NVDA,2024-04-22,69.59,70.44,68.92,70.25,53507342
NVDA,2024-04-23,67.99,68.91,67.34,68.81,64026684
NVDA,2024-04-24,68.69,70.75,68.92,69.04,97380008
NVDA,2024-04-25,69.68,70.78,69.11,70.22,100793589
NVDA,2024-04-26,71.46,72.83,70.91,71.08,97037375
NVDA,2024-04-29,73.67,73.01,71.49,72.57,86596278
NVDA,2024-04-30,71.91,72.31,71.89,72.03,49589744
NVDA,2024-05-01,71.82,72.43,70.49,71.54,94464848
NVDA,2024-05-02,73.13,72.65,72.52,72.52,31767535
NVDA,2024-05-03,72.42,72.79,71.13,72.27,35022704
NVDA,2024-05-06,73.82,73.83,73.48,73.59,47362886
NVDA,2024-05-07,74.74,77.34,75.07,75.32,108955448
NVDA,2024-05-08,73.87,75.79,74.39,74.89,111054405
NVDA,2024-05-09,76.48,77.67,75.95,77.3,69291183
NVDA,2024-05-10,77.66,78.46,76.99,77.82,37260467
NVDA,2024-05-13,76.06,77.44,76.36,76.45,21302077
NVDA,2024-05-14,78.26,78.96,78.16,78.66,103705695
NVDA,2024-05-15,75.79,76.64,74.97,75.96,38804758
NVDA,2024-05-16,75.81,77.0,74.6,75.78,114079226
NVDA,2024-05-17,75.71,77.43,75.7,76.26,24231582
NVDA,2024-05-20,75.91,76.03,75.87,75.99,91085303
NVDA,2024-05-21,77.37,76.32,75.23,76.27,95549530
NVDA,2024-05-22,72.55,73.47,72.34,73.07,90863980
NVDA,2024-05-23,73.9,74.26,72.64,73.76,85660226
NVDA,2024-05-24,70.8,71.63,70.59,71.53,115123434
NVDA,2024-05-27,75.83,75.73,73.31,75.62,90313310
NVDA,2024-05-28,74.25,75.21,73.29,73.93,82729931
NVDA,2024-05-29,74.48,76.42,72.76,74.55,84939666
NVDA,2024-05-30,74.66,76.14,74.69,75.39,88968287
NVDA,2024-05-31,76.67,77.74,76.02,76.9,47496415
NVDA,2024-06-03,76.67,78.72,76.1,76.75,105887181
NVDA,2024-06-04,78.52,79.32,77.61,79.12,82631402
NVDA,2024-06-05,77.22,79.16,78.21,78.97,65327119
NVDA,2024-06-06,77.49,78.65,76.8,77.74,97820878
NVDA,2024-06-07,76.47,78.64,76.75,76.83,85020020
NVDA,2024-06-10,77.93,77.37,76.42,76.86,51605371
NVDA,2024-06-11,76.38,76.21,74.78,75.77,29404909
NVDA,2024-06-12,79.65,79.65,77.66,78.4,46482264
NVDA,2024-06-13,84.53,85.07,83.44,84.11,108295800
NVDA,2024-06-14,82.26,82.61,81.1,81.92,98745833
NVDA,2024-06-17,82.09,85.01,81.56,83.06,85671823
NVDA,2024-06-18,87.49,88.09,86.43,87.18,118279904
NVDA,2024-06-19,84.15,85.43,84.19,84.7,109465346
NVDA,2024-06-20,86.09,88.87,86.52,86.8,117598279
NVDA,2024-06-21,88.51,88.96,85.91,87.84,100498329
NVDA,2024-06-24,86.29,87.18,86.17,86.28,46566118
NVDA,2024-06-25,87.67,88.45,88.05,88.41,91472958
NVDA,2024-06-26,91.15,91.47,90.41,90.55,22648285
NVDA,2024-06-27,88.69,89.43,87.59,88.99,80983613
NVDA,2024-06-28,88.7,92.02,87.37,89.06,50830369
NVDA,2024-07-01,88.81,89.94,88.98,89.71,102863334
NVDA,2024-07-02,93.96,93.98,92.48,93.19,58902252
NVDA,2024-07-03,85.12,85.99,84.76,84.93,77406301
NVDA,2024-07-04,86.37,85.58,84.79,85.5,77420192
NVDA,2024-07-05,85.78,86.32,85.81,85.89,88484151
NVDA,2024-07-08,87.97,87.5,86.65,86.97,56921336
NVDA,2024-07-09,91.14,91.37,90.28,91.09,67673319
NVDA,2024-07-10,90.72,90.74,90.35,90.6,62038369
NVDA,2024-07-11,94.16,94.32,94.09,94.21,24082020
NVDA,2024-07-12,94.77,95.83,94.27,95.74,55925161
NVDA,2024-07-15,95.8,96.27,94.81,95.72,95202146
NVDA,2024-07-16,92.89,92.46,90.57,91.94,52936863
NVDA,2024-07-17,89.13,89.14,89.02,89.11,114086602
NVDA,2024-07-18,87.79,89.28,88.66,88.9,114265614
NVDA,2024-07-19,91.76,91.66,90.6,91.18,89074663
NVDA,2024-07-22,90.46,92.24,90.55,90.83,81631415
NVDA,2024-07-23,93.9,96.5,94.04,94.29,47442945
NVDA,2024-07-24,95.38,94.78,93.61,94.31,117083173
NVDA,2024-07-25,97.09,99.03,96.74,96.91,96213950
NVDA,2024-07-26,95.97,96.88,94.39,94.69,75560407
NVDA,2024-07-29,96.14,96.88,96.27,96.39,104120233
NVDA,2024-07-30,95.86,98.85,95.99,97.69,47953424
NVDA,2024-07-31,97.31,98.11,95.81,97.37,43667910
NVDA,2024-08-01,104.7,102.47,100.77,101.82,115301916
NVDA,2024-08-02,100.8,101.73,97.68,100.12,62983079
NVDA,2024-08-05,100.64,101.49,99.33,100.45,68282107
NVDA,2024-08-06,101.6,100.41,100.22,100.24,52933959
NVDA,2024-08-07,100.76,101.44,100.61,101.08,112046216
NVDA,2024-08-08,97.01,97.6,94.88,97.2,58578820
NVDA,2024-08-09,95.29,96.02,93.6,94.7,64636261
NVDA,2024-08-12,99.71,101.06,97.35,99.54,53701497
NVDA,2024-08-13,103.61,104.55,103.41,104.31,31474075
NVDA,2024-08-14,104.86,105.05,103.65,104.73,55373560
NVDA,2024-08-15,106.99,107.84,106.2,107.45,22213410
NVDA,2024-08-16,107.8,111.61,108.48,109.28,85774504
NVDA,2024-08-19,111.53,111.26,109.41,110.4,54531494
NVDA,2024-08-20,111.45,112.72,111.08,111.72,83238509
NVDA,2024-08-21,109.36,110.34,109.01,109.59,21014114
NVDA,2024-08-22,106.86,109.5,106.53,107.56,33215526
NVDA,2024-08-23,105.69,107.53,106.32,106.56,62850682
NVDA,2024-08-26,102.04,104.13,101.25,103.15,46149084
NVDA,2024-08-27,102.45,101.54,101.21,101.36,111746970
NVDA,2024-08-28,100.37,101.77,100.52,101.02,41598889
NVDA,2024-08-29,104.64,105.1,101.96,104.27,78384105
NVDA,2024-08-30,97.56,100.44,98.52,98.7,41078838
NVDA,2024-09-02,96.25,100.98,98.54,99.09,70362088
NVDA,2024-09-03,97.6,97.29,95.99,96.84,107244293
NVDA,2024-09-04,96.0,95.17,92.95,94.31,42273514
NVDA,2024-09-05,93.26,95.95,94.11,94.7,60465084
NVDA,2024-09-06,91.33,91.75,90.23,91.73,24434306
NVDA,2024-09-09,90.08,91.6,89.14,90.79,72196817
NVDA,2024-09-10,91.26,91.58,88.43,91.45,92286722
NVDA,2024-09-11,89.69,90.99,88.8,89.79,46632785
NVDA,2024-09-12,84.47,85.99,83.52,85.59,35801041
NVDA,2024-09-13,82.78,82.62,81.92,82.27,65415373
NVDA,2024-09-16,80.93,81.6,80.82,81.38,48398795
NVDA,2024-09-17,83.7,84.35,82.88,83.33,97767291
NVDA,2024-09-18,80.1,80.02,77.95,79.75,35803198
NVDA,2024-09-19,81.61,81.8,79.86,81.18,62271497
NVDA,2024-09-20,79.96,80.9,79.76,79.81,24263259
NVDA,2024-09-23,79.94,80.25,78.51,79.91,74035382
NVDA,2024-09-24,80.45,83.06,79.79,80.8,85787085
NVDA,2024-09-25,81.27,81.19,79.84,80.4,101255979
NVDA,2024-09-26,82.66,82.74,81.79,81.82,25646462
NVDA,2024-09-27,81.58,81.47,80.67,81.27,58243462
NVDA,2024-09-30,82.9,83.36,82.26,82.46,95658066
NVDA,2024-10-01,84.77,85.46,85.11,85.12,111672935
NVDA,2024-10-02,79.61,81.14,78.95,79.49,65043536
NVDA,2024-10-03,82.0,83.01,79.98,81.89,65135418
NVDA,2024-10-04,82.04,84.26,80.0,82.46,86735552
NVDA,2024-10-07,81.31,83.08,82.15,82.25,104613539
